Id,Label,timeset,indegree,outdegree,Degree,weighted indegree,weighted outdegree,Weighted Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,modularity_class,pageranks,Authority,Hub,componentnumber,strongcompnum,clustering,eigencentrality
alexsobel,,,0,8,8,0,11130,11130,1,1,1,0,31,0.000046,0,0,15,7831,0,0
Richardp1490,,,1,0,1,2862,0,2862,0,0,0,0,31,0.000051,0,0,15,7830,0,0.005761
elkiedee,,,1,0,1,1820,0,1820,0,0,0,0,31,0.000051,0,0,15,7829,0,0.005761
leejackson,,,1,0,1,3851,0,3851,0,0,0,0,31,0.000051,0,0,15,7828,0,0.005761
ididntrealise,,,1,0,1,367,0,367,0,0,0,0,31,0.000051,0,0,15,7827,0,0.005761
PrecipussCrafts,,,1,0,1,83,0,83,0,0,0,0,31,0.000051,0,0,15,7826,0,0.005761
KaraHazelgrave,,,1,0,1,1550,0,1550,0,0,0,0,31,0.000051,0,0,15,7825,0,0.005761
jomajaques,,,1,0,1,129,0,129,0,0,0,0,31,0.000051,0,0,15,7824,0,0.005761
CatherineDobso5,,,1,0,1,468,0,468,0,0,0,0,31,0.000051,0,0,15,7823,0,0.005761
JoPlattMP,,,0,27,27,0,31832,31832,1,1,1,0,22,0.000046,0,0.001072,0,7853,0,0
AspinallRosie,,,1,0,1,69,0,69,0,0,0,0,22,0.000048,0.000077,0,0,7852,0,0.005761
DebraWailes,,,1,0,1,154,0,154,0,0,0,0,22,0.000048,0.000077,0,0,7851,0,0.005761
ELamprell,,,1,0,1,52,0,52,0,0,0,0,22,0.000048,0.000077,0,0,7850,0,0.005761
mprescott_uk,,,1,0,1,35,0,35,0,0,0,0,22,0.000048,0.000077,0,0,7849,0,0.005761
Leigh4Change,,,1,0,1,48,0,48,0,0,0,0,22,0.000048,0.000077,0,0,7848,0,0.005761
dinkylolo,,,1,0,1,574,0,574,0,0,0,0,22,0.000048,0.000077,0,0,7847,0,0.005761
SamanthaBellam5,,,1,0,1,71,0,71,0,0,0,0,22,0.000048,0.000077,0,0,7846,0,0.005761
andy4burscough,,,1,0,1,86,0,86,0,0,0,0,22,0.000048,0.000077,0,0,7845,0,0.005761
suefew,,,2,0,2,2518,0,2518,0,0,0,0,38,0.000051,0.00021,0,0,7844,0,0.011522
LeighCLP,,,1,0,1,812,0,812,0,0,0,0,22,0.000048,0.000077,0,0,7843,0,0.005761
PaulWorswick,,,1,0,1,12466,0,12466,0,0,0,0,22,0.000048,0.000077,0,0,7842,0,0.005761
FiMaryS,,,1,0,1,270,0,270,0,0,0,0,22,0.000048,0.000077,0,0,7841,0,0.005761
meboartam,,,2,0,2,396,0,396,0,0,0,0,49,0.00005,0.00012,0,0,7840,0,0.011522
GMerrett,,,1,0,1,1270,0,1270,0,0,0,0,22,0.000048,0.000077,0,0,7839,0,0.005761
alexdolling43,,,1,0,1,458,0,458,0,0,0,0,22,0.000048,0.000077,0,0,7838,0,0.005761
katinchka,,,1,0,1,132,0,132,0,0,0,0,22,0.000048,0.000077,0,0,7837,0,0.005761
Sensoriel_CIC,,,1,0,1,1660,0,1660,0,0,0,0,22,0.000048,0.000077,0,0,7836,0,0.005761
PaulaWakefield2,,,1,0,1,804,0,804,0,0,0,0,22,0.000048,0.000077,0,0,7835,0,0.005761
adelewardo,,,1,0,1,288,0,288,0,0,0,0,22,0.000048,0.000077,0,0,7834,0,0.005761
MuthaOfTheAce1,,,1,0,1,616,0,616,0,0,0,0,22,0.000048,0.000077,0,0,7833,0,0.005761
SNyang7,,,1,0,1,1015,0,1015,0,0,0,0,22,0.000048,0.000077,0,0,7832,0,0.005761
KellyMarieLD,,,0,15,15,0,33789,33789,2,0.857143,0.916667,0,75,0.000046,0,0.000254,0,7865,0,0
JamieCTaylor1,,,1,0,1,516,0,516,0,0,0,0,75,0.000049,0.000018,0,0,7864,0,0.005761
Ferretgrove,,,1,0,1,8227,0,8227,0,0,0,0,75,0.000049,0.000018,0,0,7863,0,0.005761
gerardgthompson,,,1,0,1,1116,0,1116,0,0,0,0,75,0.000049,0.000018,0,0,7862,0,0.005761
DastardlyDeano,,,1,0,1,1756,0,1756,0,0,0,0,75,0.000049,0.000018,0,0,7861,0,0.005761
AndrewAAD,,,1,3,4,63,16313,16376,1,1,1,3,57,0.000049,0.000018,0.000739,0,7860,0,0.005761
NessRowlands,,,3,0,3,2989,0,2989,0,0,0,0,75,0.000054,0.000094,0,0,7858,0,0.020933
pangurdubh3,,,1,0,1,2497,0,2497,0,0,0,0,75,0.000049,0.000018,0,0,7857,0,0.005761
ElspethBurall,,,1,0,1,45,0,45,0,0,0,0,75,0.000049,0.000018,0,0,7856,0,0.005761
RamblingHeath,,,1,0,1,58,0,58,0,0,0,0,75,0.000049,0.000018,0,0,7855,0,0.005761
Arty_Liza,,,1,0,1,1003,0,1003,0,0,0,0,75,0.000049,0.000018,0,0,7854,0,0.005761
ChrisWorsey,,,1,17,18,1456,26955,28411,1,1,1,0,68,0.000046,0,0.06374,0,7880,0.058824,0.010833
janice_ianp,,,1,0,1,112,0,112,0,0,0,0,68,0.000049,0.004575,0,0,7879,0,0.010833
LanaGrantAutism,,,1,0,1,2284,0,2284,0,0,0,0,68,0.000049,0.004575,0,0,7878,0,0.010833
benmlongmore,,,1,0,1,103,0,103,0,0,0,0,68,0.000049,0.004575,0,0,7877,0,0.010833
BurntwoodLabour,,,1,0,1,89,0,89,0,0,0,0,68,0.000049,0.004575,0,0,7876,0,0.010833
Sue_Woodward,,,1,0,1,3342,0,3342,0,0,0,0,68,0.000049,0.004575,0,0,7875,0,0.010833
NicTruman,,,1,0,1,56,0,56,0,0,0,0,68,0.000049,0.004575,0,0,7874,0,0.010833
MissLauraMarcus,,,1,0,1,5939,0,5939,0,0,0,0,68,0.000049,0.004575,0,0,7873,0,0.010833
Pete_the_Teach,,,1,0,1,112,0,112,0,0,0,0,68,0.000049,0.004575,0,0,7872,0,0.010833
Khaosan05,,,1,0,1,576,0,576,0,0,0,0,68,0.000049,0.004575,0,0,7871,0,0.010833
thedurl,,,1,0,1,93,0,93,0,0,0,0,68,0.000049,0.004575,0,0,7870,0,0.010833
vickyleebailey,,,1,0,1,245,0,245,0,0,0,0,68,0.000049,0.004575,0,0,7869,0,0.010833
hannahfran_bird,,,1,0,1,120,0,120,0,0,0,0,68,0.000049,0.004575,0,0,7868,0,0.010833
flicksandtricks,,,1,0,1,1142,0,1142,0,0,0,0,68,0.000049,0.004575,0,0,7867,0,0.010833
FactObsession_,,,1,0,1,77,0,77,0,0,0,0,68,0.000049,0.004575,0,0,7866,0,0.010833
CKConservative,,,0,18,18,0,43665,43665,1,1,1,0,43,0.000046,0,0.015762,0,7892,0,0
cllrkiprentice,,,1,0,1,1818,0,1818,0,0,0,0,43,0.000048,0.001131,0,0,7891,0,0.005761
magicdmw,,,2,0,2,10913,0,10913,0,0,0,0,43,0.000049,0.004152,0,0,7890,0,0.011522
DrAnwaraAli1,,,5,0,5,14672,0,14672,0,0,0,0,3,0.000055,0.017457,0,0,2714,0,0.037528
AnthonyMcKenna9,,,2,0,2,5512,0,5512,0,0,0,0,43,0.000049,0.007979,0,0,7889,0,0.011522
englishsparrow,,,2,0,2,2013,0,2013,0,0,0,0,43,0.000049,0.007979,0,0,7888,0,0.011522
carty_tim,,,1,0,1,113,0,113,0,0,0,0,43,0.000048,0.001131,0,0,7887,0,0.005761
CllrGregPeck,,,4,0,4,1734,0,1734,0,0,0,0,0,0.000052,0.016662,0,0,7886,0,0.023044
mscole18,,,2,0,2,18046,0,18046,0,0,0,0,43,0.000051,0.001161,0,0,7885,0,0.021667
bestallotments,,,1,0,1,7651,0,7651,0,0,0,0,43,0.000048,0.001131,0,0,7884,0,0.005761
KrobertsonKaren,,,1,0,1,638,0,638,0,0,0,0,43,0.000048,0.001131,0,0,7883,0,0.005761
SusanDa99723710,,,8,0,8,22210,0,22210,0,0,0,0,3,0.000063,0.025012,0,0,7882,0,0.056822
ToryWorkers,,,4,0,4,18871,0,18871,0,0,0,0,3,0.000056,0.010461,0,0,3556,0,0.030344
moidov,,,1,0,1,1353,0,1353,0,0,0,0,43,0.000048,0.001131,0,0,7881,0,0.005761
HelenGrantMP,,,0,24,24,0,599148,599148,1,1,1,0,32,0.000046,0,0.069923,0,7912,0,0
rikkimoore666,,,1,0,1,4627,0,4627,0,0,0,0,32,0.000048,0.005019,0,0,7911,0,0.005761
htnrenee,,,1,0,1,393,0,393,0,0,0,0,32,0.000048,0.005019,0,0,7910,0,0.005761
Stingraytwo,,,1,0,1,4542,0,4542,0,0,0,0,32,0.000048,0.005019,0,0,7909,0,0.005761
WincoWislon,,,3,0,3,2010,0,2010,0,0,0,0,32,0.000051,0.014855,0,0,7908,0,0.020933
DandelionTimeUK,,,1,0,1,1295,0,1295,0,0,0,0,32,0.000048,0.005019,0,0,7907,0,0.005761
emmaaldrich,,,1,0,1,283,0,283,0,0,0,0,32,0.000048,0.005019,0,0,7906,0,0.005761
pedro__pedro__,,,1,0,1,71,0,71,0,0,0,0,32,0.000048,0.005019,0,0,7905,0,0.005761
LiamMulkeirins,,,3,0,3,492,0,492,0,0,0,0,32,0.000051,0.013175,0,0,7904,0,0.017283
BulldogSra,,,1,0,1,462,0,462,0,0,0,0,32,0.000048,0.005019,0,0,7903,0,0.005761
InterLawDivFor,,,1,0,1,2811,0,2811,0,0,0,0,32,0.000048,0.005019,0,0,7902,0,0.005761
Holly_Rams,,,1,0,1,679,0,679,0,0,0,0,32,0.000048,0.005019,0,0,7901,0,0.005761
Matt4ParkWood,,,1,0,1,129,0,129,0,0,0,0,32,0.000048,0.005019,0,0,7900,0,0.005761
OkusanyaEbun,,,1,0,1,80,0,80,0,0,0,0,32,0.000048,0.005019,0,0,7899,0,0.005761
Amybarrett0811,,,1,0,1,168,0,168,0,0,0,0,32,0.000048,0.005019,0,0,7898,0,0.005761
srt2912,,,1,0,1,165,0,165,0,0,0,0,32,0.000048,0.005019,0,0,7897,0,0.005761
TheManna49,,,1,0,1,570,0,570,0,0,0,0,32,0.000048,0.005019,0,0,7896,0,0.005761
MaidstonePaul,,,1,0,1,646,0,646,0,0,0,0,32,0.000048,0.005019,0,0,7895,0,0.005761
SamLainRose,,,1,0,1,12,0,12,0,0,0,0,32,0.000048,0.005019,0,0,7894,0,0.005761
The_little_pea,,,1,0,1,716,0,716,0,0,0,0,32,0.000048,0.005019,0,0,7893,0,0.005761
EdwardsEconomy,,,0,11,11,0,11880,11880,1,1,1,0,38,0.000046,0,0.001855,0,7921,0,0
nanais43,,,1,0,1,128,0,128,0,0,0,0,38,0.00005,0.000133,0,0,7920,0,0.005761
ritchie9_brian,,,1,0,1,491,0,491,0,0,0,0,38,0.00005,0.000133,0,0,7919,0,0.005761
JohnEdginton,,,1,0,1,2829,0,2829,0,0,0,0,38,0.00005,0.000133,0,0,7918,0,0.005761
jae2702foryou,,,2,0,2,5480,0,5480,0,0,0,0,38,0.000052,0.000135,0,0,7917,0,0.011522
grandpaandthenr,,,1,0,1,386,0,386,0,0,0,0,38,0.00005,0.000133,0,0,7916,0,0.005761
nikkiddavis,,,1,0,1,522,0,522,0,0,0,0,38,0.00005,0.000133,0,0,7915,0,0.005761
Lior_Brownstein,,,1,0,1,1320,0,1320,0,0,0,0,38,0.00005,0.000133,0,0,7914,0,0.005761
flxcapulcu,,,1,0,1,133,0,133,0,0,0,0,38,0.00005,0.000133,0,0,7913,0,0.005761
rachaelashah,,,0,18,18,0,20818,20818,1,1,1,0,70,0.000046,0,0.000778,0,7937,0,0
JP_Willson,,,1,0,1,483,0,483,0,0,0,0,70,0.000048,0.000056,0,0,7936,0,0.005761
MikedotRog,,,1,0,1,1269,0,1269,0,0,0,0,70,0.000048,0.000056,0,0,7935,0,0.005761
phil0073,,,1,0,1,48,0,48,0,0,0,0,70,0.000048,0.000056,0,0,7934,0,0.005761
loulousparkle77,,,6,0,6,9215,0,9215,0,0,0,0,70,0.000063,0.009299,0,0,7933,0,0.041866
cricketflu,,,1,0,1,107,0,107,0,0,0,0,70,0.000048,0.000056,0,0,7932,0,0.005761
darren_soanes,,,1,0,1,195,0,195,0,0,0,0,70,0.000048,0.000056,0,0,7931,0,0.005761
carlton858,,,1,0,1,1467,0,1467,0,0,0,0,70,0.000048,0.000056,0,0,7930,0,0.005761
ilona_alcock,,,1,0,1,1918,0,1918,0,0,0,0,70,0.000048,0.000056,0,0,7929,0,0.005761
SolByambadorj,,,1,0,1,178,0,178,0,0,0,0,70,0.000048,0.000056,0,0,7928,0,0.005761
DeliverSessions,,,1,0,1,1058,0,1058,0,0,0,0,70,0.000048,0.000056,0,0,7927,0,0.005761
suzehaworth,,,1,0,1,927,0,927,0,0,0,0,70,0.000048,0.000056,0,0,7926,0,0.005761
LizCalder,,,1,0,1,176,0,176,0,0,0,0,70,0.000048,0.000056,0,0,7925,0,0.005761
Eleanor_L_Mason,,,1,0,1,1717,0,1717,0,0,0,0,70,0.000048,0.000056,0,0,7924,0,0.005761
ConsultantMicro,,,1,0,1,709,0,709,0,0,0,0,70,0.000048,0.000056,0,0,7923,0,0.005761
StevenWatmough,,,1,0,1,205,0,205,0,0,0,0,70,0.000048,0.000056,0,0,7922,0,0.005761
spelmanc,,,0,20,20,0,58330,58330,1,1,1,0,3,0.000046,0,0.075878,0,7948,0,0
PrettyTory,,,3,0,3,15313,0,15313,0,0,0,0,3,0.000053,0.011473,0,0,1188,0,0.042645
refinedmanxxx,,,1,0,1,10728,0,10728,0,0,0,0,3,0.000048,0.005446,0,0,7947,0,0.005761
monkspathlife,,,1,0,1,1373,0,1373,0,0,0,0,3,0.000048,0.005446,0,0,7946,0,0.005761
DianeKingshurst,,,1,0,1,126,0,126,0,0,0,0,3,0.000048,0.005446,0,0,7945,0,0.005761
mickjones61,,,2,0,2,415,0,415,0,0,0,0,3,0.00005,0.011495,0,0,7944,0,0.011522
LouisejbaLouise,,,1,0,1,5,0,5,0,0,0,0,3,0.000048,0.005446,0,0,7943,0,0.005761
DavidHT2000,,,2,0,2,98,0,98,0,0,0,0,164,0.000053,0.005482,0,0,7942,0,0.011522
TesLex082016,,,1,0,1,3736,0,3736,0,0,0,0,3,0.000048,0.005446,0,0,7941,0,0.005761
TJMayer1,,,2,0,2,2652,0,2652,0,0,0,0,3,0.00005,0.010673,0,0,7940,0,0.015172
TheBillionCoins,,,1,0,1,3712,0,3712,0,0,0,0,3,0.000048,0.005446,0,0,7939,0,0.005761
churchstate,,,1,0,1,7251,0,7251,0,0,0,0,3,0.000048,0.005446,0,0,7938,0,0.005761
LtnBedsGP,,,1,0,1,10960,0,10960,0,0,0,0,60,0.00005,0.000005,0,0,4128,0,0.011029
SmallestHolding,,,1,0,1,794,0,794,0,0,0,0,60,0.00005,0.000005,0,0,4127,0,0.011029
JREllis_12,,,1,0,1,152,0,152,0,0,0,0,60,0.00005,0.000005,0,0,4126,0,0.011029
Richard_J_Baker,,,1,0,1,112,0,112,0,0,0,0,60,0.00005,0.000005,0,0,4125,0,0.011029
JohnPalmer8,,,2,0,2,1292,0,1292,0,0,0,0,104,0.000053,0.000007,0,0,4124,0,0.01679
BedfordBurrow,,,1,0,1,789,0,789,0,0,0,0,60,0.00005,0.000005,0,0,4123,0,0.011029
Groo2,,,1,0,1,41,0,41,0,0,0,0,60,0.00005,0.000005,0,0,4122,0,0.011029
MarkLancasterMK,,,1,10,11,9106,35233,44339,1,1,1,10,3,0.000047,0.007105,0.004521,0,7956,0,0.005761
FestusAkin,,,1,0,1,1107,0,1107,0,0,0,0,3,0.00005,0.000324,0,0,7955,0,0.009411
acwalker28,,,1,0,1,2856,0,2856,0,0,0,0,3,0.00005,0.000324,0,0,7954,0,0.009411
JohnNofuchsia,,,1,0,1,341,0,341,0,0,0,0,3,0.00005,0.000324,0,0,7953,0,0.009411
_MiltonKeynes,,,1,0,1,8942,0,8942,0,0,0,0,3,0.00005,0.000324,0,0,7952,0,0.009411
OurWilton,,,1,0,1,905,0,905,0,0,0,0,3,0.00005,0.000324,0,0,7951,0,0.009411
XbeanDS,,,1,0,1,502,0,502,0,0,0,0,3,0.00005,0.000324,0,0,7950,0,0.009411
CllrWarrenWhyte,,,2,0,2,3104,0,3104,0,0,0,0,55,0.000051,0.000684,0,0,7949,0,0.015172
veronicakgerman,,,0,11,11,0,22294,22294,1,1,1,0,75,0.000046,0,0.000601,0,7966,0,0
DolenCymru,,,1,0,1,1492,0,1492,0,0,0,0,75,0.00005,0.000043,0,0,7965,0,0.005761
mjgerman,,,1,0,1,2650,0,2650,0,0,0,0,75,0.00005,0.000043,0,0,7964,0,0.005761
siantwin,,,1,0,1,173,0,173,0,0,0,0,75,0.00005,0.000043,0,0,7963,0,0.005761
NSPCC_Cymru,,,1,0,1,1763,0,1763,0,0,0,0,75,0.00005,0.000043,0,0,7962,0,0.005761
Aber_ACT,,,1,0,1,34,0,34,0,0,0,0,75,0.00005,0.000043,0,0,7961,0,0.005761
CrispinWatkins,,,1,0,1,563,0,563,0,0,0,0,75,0.00005,0.000043,0,0,7960,0,0.005761
Trionym,,,1,0,1,250,0,250,0,0,0,0,75,0.00005,0.000043,0,0,7959,0,0.005761
EducationAtAber,,,1,0,1,260,0,260,0,0,0,0,75,0.00005,0.000043,0,0,7958,0,0.005761
GwentWildlife,,,1,0,1,7992,0,7992,0,0,0,0,75,0.00005,0.000043,0,0,7957,0,0.005761
DesmondSwayne,,,0,54,54,0,91134,91134,5,0.381995,0.566242,0,3,0.000046,0,0.098989,0,8020,0.000349,0
atiqulhoque76,,,2,0,2,1132,0,1132,0,0,0,0,3,0.000049,0.007494,0,0,8019,0,0.011522
emmalaneblue,,,2,10,12,644,10523,11167,1,1,1,20,108,0.000049,0.012107,0.002853,0,8018,0,0.011522
Ijoneswilliams,,,1,0,1,741,0,741,0,0,0,0,3,0.000047,0.007105,0,0,8010,0,0.005761
WaffleMark,,,1,0,1,710,0,710,0,0,0,0,3,0.000047,0.007105,0,0,8009,0,0.005761
AndrewHetherton,,,1,0,1,173,0,173,0,0,0,0,3,0.000047,0.007105,0,0,8008,0,0.005761
Hiraaltaf13,,,1,0,1,6,0,6,0,0,0,0,3,0.000047,0.007105,0,0,8007,0,0.005761
JulesH_123,,,1,0,1,654,0,654,0,0,0,0,3,0.000047,0.007105,0,0,8006,0,0.005761
Meliden,,,1,0,1,2291,0,2291,0,0,0,0,3,0.000047,0.007105,0,0,8005,0,0.005761
stump_bot,,,1,0,1,2150,0,2150,0,0,0,0,3,0.000047,0.007105,0,0,8004,0,0.005761
IJduffy,,,4,0,4,8845,0,8845,0,0,0,0,3,0.000071,0.01262,0,0,8003,0,0.023044
D_J_Fuller,,,2,0,2,4360,0,4360,0,0,0,0,38,0.000049,0.012107,0,0,8002,0,0.011522
BevNewForest,,,1,0,1,75,0,75,0,0,0,0,3,0.000047,0.007105,0,0,8001,0,0.005761
doncollier,,,4,0,4,5325,0,5325,0,0,0,0,3,0.000051,0.023045,0,0,8000,0,0.023044
Mistydog4,,,1,0,1,58,0,58,0,0,0,0,3,0.000047,0.007105,0,0,7999,0,0.005761
samwaldock,,,1,0,1,278,0,278,0,0,0,0,3,0.000047,0.007105,0,0,7998,0,0.005761
r0b3269,,,1,0,1,56,0,56,0,0,0,0,3,0.000047,0.007105,0,0,7997,0,0.005761
PongoClifton,,,1,0,1,24,0,24,0,0,0,0,3,0.000047,0.007105,0,0,7996,0,0.005761
SCTapper,,,1,0,1,25,0,25,0,0,0,0,3,0.000047,0.007105,0,0,7995,0,0.005761
ejheron,,,1,0,1,613,0,613,0,0,0,0,3,0.000047,0.007105,0,0,7994,0,0.005761
ASViking,,,1,0,1,712,0,712,0,0,0,0,3,0.000047,0.007105,0,0,7993,0,0.005761
DictatorGoals,,,1,0,1,18,0,18,0,0,0,0,3,0.000047,0.007105,0,0,7992,0,0.005761
RevDavidMilford,,,1,0,1,520,0,520,0,0,0,0,3,0.000047,0.007105,0,0,7991,0,0.005761
patterss,,,1,0,1,448,0,448,0,0,0,0,3,0.000047,0.007105,0,0,7990,0,0.005761
cath111148,,,1,0,1,47,0,47,0,0,0,0,3,0.000047,0.007105,0,0,7989,0,0.005761
sam_script,,,1,0,1,38,0,38,0,0,0,0,3,0.000047,0.007105,0,0,7988,0,0.005761
WinchesterPres,,,1,0,1,1508,0,1508,0,0,0,0,3,0.000047,0.007105,0,0,7987,0,0.005761
ZhongtianGuan,,,1,0,1,37,0,37,0,0,0,0,3,0.000047,0.007105,0,0,7986,0,0.005761
MWyard1,,,1,0,1,196,0,196,0,0,0,0,3,0.000047,0.007105,0,0,7985,0,0.005761
jlsTax,,,1,0,1,1296,0,1296,0,0,0,0,3,0.000047,0.007105,0,0,7984,0,0.005761
SilviaDArienzo1,,,1,0,1,52,0,52,0,0,0,0,3,0.000047,0.007105,0,0,7983,0,0.005761
sams_is,,,3,0,3,885,0,885,0,0,0,0,3,0.000049,0.015763,0,0,7982,0,0.017283
billveteran,,,1,0,1,145,0,145,0,0,0,0,3,0.000047,0.007105,0,0,7981,0,0.005761
BethTMoore,,,1,0,1,211,0,211,0,0,0,0,3,0.000047,0.007105,0,0,7980,0,0.005761
DDayCenter,,,1,0,1,3946,0,3946,0,0,0,0,3,0.000047,0.007105,0,0,7979,0,0.005761
SorenAndersen3,,,1,0,1,7,0,7,0,0,0,0,3,0.000047,0.007105,0,0,7978,0,0.005761
MAgboklu,,,1,0,1,96,0,96,0,0,0,0,3,0.000047,0.007105,0,0,7977,0,0.005761
Wednesday302,,,1,0,1,15,0,15,0,0,0,0,3,0.000047,0.007105,0,0,7976,0,0.005761
Maighdiln_0168,,,1,0,1,647,0,647,0,0,0,0,3,0.000047,0.007105,0,0,7975,0,0.005761
PaulKidby,,,1,0,1,6198,0,6198,0,0,0,0,3,0.000047,0.007105,0,0,7974,0,0.005761
azubis4horn,,,1,0,1,1,0,1,0,0,0,0,3,0.000047,0.007105,0,0,7973,0,0.005761
rk43apce,,,1,0,1,6,0,6,0,0,0,0,3,0.000047,0.007105,0,0,7972,0,0.005761
sonalika22,,,1,0,1,798,0,798,0,0,0,0,3,0.000047,0.007105,0,0,7971,0,0.005761
Rachel_L_Evans,,,1,0,1,487,0,487,0,0,0,0,3,0.000047,0.007105,0,0,7970,0,0.005761
Zamstah,,,1,0,1,709,0,709,0,0,0,0,3,0.000047,0.007105,0,0,7969,0,0.005761
RichFM39517086,,,1,0,1,2784,0,2784,0,0,0,0,3,0.000047,0.007105,0,0,7968,0,0.005761
JournoJimW,,,1,0,1,455,0,455,0,0,0,0,3,0.000047,0.007105,0,0,7967,0,0.005761
DavidWatts12,,,1,5,6,2970,23653,26623,1,1,1,3,75,0.000048,0.00017,0.001051,0,8022,0.066667,0.005761
StephenCarr5,,,1,0,1,1447,0,1447,0,0,0,0,75,0.000054,0.000075,0,0,8021,0,0.009411
newburygreens,,,1,17,18,513,22160,22673,1,1,1,0,67,0.000046,0,0.000045,0,8036,0.058824,0.010833
LizLowey,,,2,0,2,888,0,888,0,0,0,0,67,0.000052,0.000006,0,0,8035,0,0.016595
CarolyneCulver,,,1,0,1,2365,0,2365,0,0,0,0,67,0.000049,0.000003,0,0,8034,0,0.010833
WestBerkshireYG,,,2,0,2,416,0,416,0,0,0,0,67,0.000051,0.000045,0,0,8033,0,0.031124
felix4justice,,,1,0,1,74,0,74,0,0,0,0,67,0.000049,0.000003,0,0,8032,0,0.010833
sptrezise,,,1,0,1,1275,0,1275,0,0,0,0,67,0.000049,0.000003,0,0,8031,0,0.010833
lowemasterpro,,,1,0,1,292,0,292,0,0,0,0,67,0.000049,0.000003,0,0,8030,0,0.010833
Sam_HolmesUK,,,1,0,1,4,0,4,0,0,0,0,67,0.000049,0.000003,0,0,8029,0,0.010833
juliewintrup,,,1,0,1,1917,0,1917,0,0,0,0,67,0.000049,0.000003,0,0,8028,0,0.010833
MartynChalk,,,1,0,1,564,0,564,0,0,0,0,67,0.000049,0.000003,0,0,8027,0,0.010833
davidrmarsh,,,1,0,1,3034,0,3034,0,0,0,0,67,0.000049,0.000003,0,0,8026,0,0.010833
GayRiot,,,1,0,1,2907,0,2907,0,0,0,0,67,0.000049,0.000003,0,0,8025,0,0.010833
andymurrill,,,1,0,1,2904,0,2904,0,0,0,0,67,0.000049,0.000003,0,0,8024,0,0.010833
WirralGreens,,,4,0,4,7448,0,7448,0,0,0,0,67,0.000061,0.000103,0,0,687,0,0.045081
MageOfMind89,,,1,0,1,402,0,402,0,0,0,0,67,0.000049,0.000003,0,0,8023,0,0.010833
CatMcKinnell,,,0,13,13,0,13976,13976,1,1,1,0,68,0.000046,0,0.007094,0,8046,0,0
geordieknox,,,1,0,1,88,0,88,0,0,0,0,68,0.000049,0.000509,0,0,8045,0,0.005761
SailormanIan,,,2,0,2,3082,0,3082,0,0,0,0,68,0.00005,0.00146,0,0,8044,0,0.011522
plizt,,,1,0,1,692,0,692,0,0,0,0,68,0.000049,0.000509,0,0,8043,0,0.005761
CaitProwle,,,1,0,1,312,0,312,0,0,0,0,68,0.000049,0.000509,0,0,8042,0,0.005761
jamielewis016,,,3,0,3,4064,0,4064,0,0,0,0,129,0.000053,0.001849,0,0,8041,0,0.020933
Paul_R_Ryder,,,1,0,1,176,0,176,0,0,0,0,68,0.000049,0.000509,0,0,8040,0,0.005761
marooned1979,,,1,0,1,101,0,101,0,0,0,0,68,0.000049,0.000509,0,0,8039,0,0.005761
Angela181067,,,1,0,1,109,0,109,0,0,0,0,68,0.000049,0.000509,0,0,8038,0,0.005761
gary_hughes,,,1,0,1,1435,0,1435,0,0,0,0,68,0.000049,0.000509,0,0,8037,0,0.005761
alisonjwhalley,,,1,17,18,1021,33001,34022,2,0.722222,0.807692,0,14,0.000046,0,0.000274,0,8064,0.0625,0.010833
NCLGreenParty,,,1,0,1,1512,0,1512,0,0,0,0,14,0.000049,0.00002,0,0,8063,0,0.010833
BotStefan_,,,1,0,1,107,0,107,0,0,0,0,14,0.000049,0.00002,0,0,8062,0,0.010833
linny_jb,,,2,0,2,1091,0,1091,0,0,0,0,14,0.00005,0.000389,0,0,8061,0,0.016595
SouthwarkGP,,,3,0,3,22389,0,22389,0,0,0,0,108,0.000052,0.000116,0,0,8060,0,0.022356
bobirving_green,,,15,0,15,56452,0,56452,0,0,0,0,67,0.000089,0.000609,0,0,4157,0,0.111222
paulrace,,,1,0,1,2065,0,2065,0,0,0,0,14,0.000049,0.00002,0,0,8059,0,0.010833
Versicals,,,1,0,1,2120,0,2120,0,0,0,0,14,0.000049,0.00002,0,0,8058,0,0.010833
NickHartley,,,1,0,1,3102,0,3102,0,0,0,0,14,0.000049,0.00002,0,0,8057,0,0.010833
Jonathan_Elmer,,,1,9,10,1234,9656,10890,2,0.909091,0.95,8,41,0.000049,0.00002,0.000097,0,8056,0.011111,0.010833
PositiveBe,,,1,0,1,117,0,117,0,0,0,0,14,0.000049,0.00002,0,0,8048,0,0.010833
HuwpHuw,,,4,0,4,108774,0,108774,0,0,0,0,14,0.000055,0.000121,0,0,8047,0,0.028117
UKIPCaerphilly,,,1,0,1,882,0,882,0,0,0,0,41,0.000053,0.000003,0,0,3031,0,0.010555
jonee007,,,1,0,1,414,0,414,0,0,0,0,41,0.000053,0.000003,0,0,3030,0,0.010555
MATTWILDHAGEN,,,1,0,1,580,0,580,0,0,0,0,41,0.000053,0.000003,0,0,3028,0,0.010555
andreagray58,,,2,0,2,282,0,282,0,0,0,0,41,0.000054,0.00022,0,0,3027,0,0.016317
jessicamordenmp,,,0,28,28,0,41594,41594,1,1,1,0,56,0.000046,0,0.009098,0,8085,0,0
Mousegirl2502,,,1,0,1,404,0,404,0,0,0,0,56,0.000048,0.000653,0,0,8084,0,0.005761
